Sserial,Sex,Age,Married,Children,Education,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
293657,1,52,4,2,2,5,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,5,1.8,4.166666667,0.514006505
293664,2,50,2,1,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,4,1,2.8,3.5,0.532875007
293670,1,49,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,8,3.2,3,1.394240488
293671,1,50,1,1,2,5,4,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,3,3.833333333,1.125175967
293676,2,45,1,2,1,-1,1,3,5,2,4,2,2,4,2,2,-1,-1,-1,-1,5,2.2,2.5,0.898533329
293678,1,51,2,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,6,-1,-1,0.934275595
293684,2,45,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,4,1,2.8,3.5,0.733065861
293689,1,49,1,1,2,-1,4,3,3,3,2,5,2,3,4,3,-1,-1,-1,-1,1,3,3.833333333,1.0167546
293691,2,52,4,2,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2.6,2.666666667,0.410706778
293693,1,53,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,1.4,2.333333333,0.554474389
293699,1,48,1,1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,2.203067047
293700,2,51,2,1,2,-1,5,3,4,3,8,3,3,3,2,5,-1,-1,-1,-1,5,1.6,4.166666667,0.465893939
293706,2,45,4,1,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,1,5,1,3.333333333,0.90072283
293708,2,54,2,1,1,-1,1,3,2,3,1,3,3,2,1,1,-1,-1,-1,-1,1,1.6,3.166666667,0.419046705
293714,1,52,1,2,2,-1,5,3,3,4,2,4,3,3,2,3,-1,-1,-1,-1,2,2.2,3.333333333,1.233241007
293716,1,47,2,2,3,-1,5,3,2,4,2,3,2,4,3,3,-1,-1,-1,-1,2,3.8,2,0.747549095
293717,2,46,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,8,3.2,3,1.600217586
293723,2,48,1,1,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,1,3.6,2.666666667,0.659182287
293724,2,48,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,5,4.2,3,0.962552621
293732,2,50,4,2,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,4,5,2.6,4,0.438182086
293734,2,54,1,1,1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.8,4,1.319900536
293735,2,48,1,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,1,2,3,4.5,0.891708705
293749,2,54,1,1,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.214778586
293751,1,54,1,2,3,-1,1,3,2,4,2,4,2,3,4,2,-1,-1,-1,-1,4,1.4,4.166666667,1.188711798
293753,2,52,4,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,2,5,1,2,1,4.666666667,0.493997908
293754,2,50,4,1,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,9,2,9,9,0.802113978
293756,1,47,1,1,8,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,1.4,4.666666667,1.339185412
293761,1,48,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,2,-1,-1,2.628852641
293767,2,47,2,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,0.464493776
293772,1,54,1,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,1,-1,-1,1.040006824
293773,1,54,1,1,1,-1,1,1,4,1,4,2,1,4,2,1,-1,-1,-1,-1,3,2,2.833333333,1.415849349
293777,2,45,1,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,2.4,3.833333333,0.777297704
293792,1,48,2,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,4,1,2.4,3.333333333,0.540469625
293796,1,47,1,1,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,1,5,1.8,3.5,2.0956622
293798,2,47,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,3,8,3,4,0.724519411
293808,2,54,1,1,2,-1,2,3,4,2,2,5,2,3,4,3,-1,-1,-1,-1,1,2,4,0.910534649
293823,2,46,1,2,1,4,1,2,-1,-1,-1,-1,-1,-1,-1,2,1,1,4,2,1,2.4,3.333333333,0.907489575
293827,1,48,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,5,2,1.6,1.833333333,0.77264664
293830,1,47,2,1,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,8,2.4,4.166666667,0.833706284
293832,1,47,2,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3.2,3.833333333,0.540048492
293833,2,50,1,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,2,1.2,2.833333333,1.390703674
293834,1,46,1,2,2,5,3,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,2.8,3.333333333,1.710364106
293847,2,51,1,2,3,-1,4,3,3,3,2,4,2,2,2,4,-1,-1,-1,-1,2,1,4.666666667,1.116358383
293848,2,48,2,1,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,0.432028023
293849,1,47,2,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,5,3,3,0.883037676
293850,2,49,4,2,1,4,2,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,4,2,1,2.8,0.412256939
293856,2,46,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,2,2,1.8,4.166666667,0.758597112
293870,1,50,1,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.458406722
293874,2,50,1,1,3,-1,8,3,4,2,2,2,2,4,2,3,-1,-1,-1,-1,2,2.8,3.833333333,1.091088284
293878,2,45,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,3,1,3.4,2.8,1.370891077
293879,2,48,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,2.6,3,1.55354368
293880,1,50,1,1,1,-1,1,3,3,3,3,4,2,5,2,1,-1,-1,-1,-1,2,3.8,3,0.845568941
293890,1,53,1,1,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.070285165
293896,2,45,2,1,4,1,5,2,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,2,1.2,3.166666667,0.8975938
293908,1,46,1,1,2,3,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,1.302224203
293916,1,45,2,2,3,1,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2,3.833333333,0.46053138
293917,2,52,2,2,3,2,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.2,3.666666667,0.341668488
293932,1,52,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3,3.166666667,1.462280597
293943,1,46,1,2,3,-1,3,3,4,2,2,4,2,4,2,1,-1,-1,-1,-1,1,3,3.166666667,0.896563042
293948,2,50,1,2,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,-1,-1,0.85712549
293954,2,50,2,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,1,3.8,3.333333333,0.451656537
293955,1,46,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,4.2,3,1.188852163
293958,2,52,1,1,2,1,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.2,2.833333333,0.802561845
293960,2,47,3,1,3,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,0.479298208
293961,1,52,1,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.6,3,0.884609309
293965,1,46,4,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,6,1.2,4.5,0.538248554
293967,2,53,1,1,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,2,5,2,3.833333333,1.343614864
293968,1,49,1,1,1,-1,1,3,4,4,4,2,2,4,2,2,-1,-1,-1,-1,1,2.8,2.5,1.8405128
293970,1,45,1,2,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,1,-1,-1,1.036009608
293975,1,52,1,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,1,2.8,3,0.97771988
293979,1,48,4,2,4,4,3,2,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,4,3.6,4.333333333,0.555581829
293986,2,51,2,2,3,-1,5,3,3,3,4,3,2,3,2,3,-1,-1,-1,-1,1,2.8,3,0.4744489
293989,1,51,1,1,3,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,4,2,2,1.4,4.333333333,2.113513409
293991,1,52,1,1,1,-1,1,3,4,1,2,2,1,5,1,3,-1,-1,-1,-1,1,3.2,3.833333333,0.900518241
293999,2,48,2,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,1,5,1,4.166666667,0.728910716
294005,2,53,2,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,2,1,2.8,3.333333333,0.841310186
290008,2,59,2,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,6,2,2.5,0.579136448
290010,1,56,4,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,1.2,4.666666667,0.486862067
290025,1,59,1,1,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.193446586
290032,2,58,1,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,4,3,4,2,3.333333333,1.90604693
290037,2,59,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,2,5,2,2,2.4,2.5,1.111064459
290046,1,56,2,2,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,2,2.4,3,0.494463726
290064,2,55,1,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,5,4,1,2.8,3.166666667,0.753183793
290093,2,56,1,1,3,3,2,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,1.2,4.166666667,1.935547773
290107,2,57,1,1,3,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,4,3.5,0.849438483
290119,1,58,1,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,4,3,2,2.5,0.988723947
290130,1,57,2,2,3,-1,5,3,3,2,1,4,4,3,2,4,-1,-1,-1,-1,4,1.8,4.5,0.670226977
290135,1,55,1,2,1,-1,3,3,4,1,3,2,2,4,2,3,-1,-1,-1,-1,3,2.4,3.5,0.846144947
290138,1,59,1,2,2,4,4,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.2,3.833333333,1.340453955
290148,1,55,1,2,3,5,3,3,-1,-1,-1,-1,-1,-1,-1,3,2,9,9,1,5,5,4.333333333,1.161734963
290162,2,56,2,2,4,-1,5,3,3,3,8,4,2,2,2,5,-1,-1,-1,-1,5,2,4.166666667,0.413461219
290182,2,58,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,3,2.6,1.666666667,0.897984484
290201,1,58,1,1,4,4,4,3,-1,-1,-1,-1,-1,-1,-1,1,2,5,5,2,1,3.4,3.333333333,1.996149182
290205,1,59,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,4.2,3.5,1.136242787
290206,2,58,1,2,1,-1,1,3,4,2,4,4,2,4,2,3,-1,-1,-1,-1,3,1.8,2.333333333,1.212414133
290211,2,58,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,1,2,3.2,2.166666667,1.706645917
290217,1,56,2,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.2,3.666666667,0.52771313
290230,2,56,2,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,5,2.4,3.166666667,0.595757842
290264,1,56,4,2,3,1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,4,1,3.5,1.053618621
290271,1,57,4,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,2,8,1,2.5,0.930343145
290273,2,56,2,2,2,-1,2,3,9,9,9,9,9,9,9,1,-1,-1,-1,-1,2,2,2.333333333,0.585229266
290291,1,59,1,2,3,-1,3,3,2,2,2,4,2,5,1,3,-1,-1,-1,-1,1,4,4,0.891097879
290301,2,58,2,2,4,-1,5,3,5,2,2,4,4,2,4,5,-1,-1,-1,-1,1,1.8,4,0.418667047
290302,1,59,1,2,1,-1,1,3,4,1,4,2,3,4,2,1,-1,-1,-1,-1,2,2.4,3.666666667,1.113330023
290322,1,59,1,1,3,-1,5,3,2,3,3,4,4,3,3,5,-1,-1,-1,-1,5,2,3.333333333,1.817259184
290340,2,56,2,2,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,1,1,1.6,5,0.43839565
290358,2,56,3,2,4,-1,5,2,3,3,3,5,3,4,4,4,-1,-1,-1,-1,5,1.4,4.333333333,0.595916081
290362,1,55,1,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,2.2,2.833333333,0.942115889
290377,2,57,1,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.6,4.333333333,0.838317807
290381,2,58,1,2,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2.2,3.666666667,0.866630504
290388,2,58,2,2,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,4,2,0.662600403
290399,1,57,2,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,0.503472009
290402,1,56,2,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,4,-1,-1,0.590963357
290417,2,57,1,2,2,3,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,4,2,3.833333333,0.991558242
290418,2,55,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,4,2,2.4,3.5,0.638678468
290421,1,56,1,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,1.048962992
290447,2,59,1,2,3,-1,1,3,2,2,2,4,2,4,4,2,-1,-1,-1,-1,2,2.8,3.333333333,0.944048803
290448,1,56,2,2,2,-1,3,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,5,-1,-1,0.574874985
290485,2,57,1,2,2,3,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,2,1.8,4.666666667,0.869651591
290495,1,59,1,1,2,2,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,2,2.8,2.5,1.369605976
290498,2,57,1,1,3,3,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,4.2,3.833333333,1.061645243
290503,1,56,2,2,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,8,3.2,3.666666667,1.083329856
290506,1,56,1,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,5,1,2.2,3.666666667,0.451758986
290512,1,55,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.186071104
290513,1,58,1,2,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,9,9,1,2,2.2,3.833333333,1.535562785
290523,2,55,2,2,2,-1,1,3,2,2,4,2,2,3,3,1,-1,-1,-1,-1,1,3.2,3.833333333,0.585078146
290529,1,56,1,2,2,-1,3,2,1,3,2,4,4,1,4,3,-1,-1,-1,-1,1,3.4,3.5,0.98996355
290549,1,56,1,2,2,-1,1,2,4,1,2,8,2,8,8,4,-1,-1,-1,-1,5,2.8,3,0.90996259
290552,2,57,1,1,3,-1,5,3,3,3,3,3,2,3,3,2,-1,-1,-1,-1,1,3.2,3.833333333,1.69565338
290561,1,55,1,1,1,-1,1,3,1,2,5,4,1,2,2,1,-1,-1,-1,-1,1,3.8,3.666666667,1.958927981
290573,1,57,1,2,1,-1,1,2,3,2,2,4,3,4,1,1,-1,-1,-1,-1,8,1.8,3.166666667,0.802327852
290576,1,59,4,2,3,-1,1,2,4,1,1,2,1,4,2,2,-1,-1,-1,-1,1,2,5,0.506863661
290600,2,57,1,1,3,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.282133276
290603,1,56,1,1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,3,4,2,1,2.333333333,1.648897761
290633,1,59,4,2,3,-1,5,3,4,2,2,2,4,4,3,2,-1,-1,-1,-1,2,2.2,3.666666667,0.69597071
290636,1,55,4,2,3,2,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,9,9,0.432596909
290675,1,57,1,1,1,2,3,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,-1,-1,1.158662884
290694,1,59,4,2,3,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,3.333333333,0.485042474
290715,1,59,1,1,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,1.230077776
290717,2,55,1,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,1,2.8,3.666666667,1.981880441
290737,2,56,1,2,3,4,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.036196477
290752,1,57,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,-1,-1,1.287674811
290759,1,55,4,2,1,-1,1,2,5,2,3,2,2,2,2,1,-1,-1,-1,-1,2,2.4,3.5,0.44610413
290773,2,57,2,1,3,-1,5,2,1,8,8,5,8,8,8,4,-1,-1,-1,-1,8,4,4,1.326061718
290779,1,56,1,1,1,-1,5,3,4,2,3,2,1,4,1,2,-1,-1,-1,-1,2,2,2,1.322675173
290793,1,57,1,2,1,-1,1,3,4,1,5,2,1,1,1,4,-1,-1,-1,-1,3,1.6,3.666666667,1.044729772
290812,2,56,1,2,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3,4,0.734013205
290816,1,58,3,2,1,-1,1,3,3,2,2,2,2,2,2,1,-1,-1,-1,-1,2,2.8,3.166666667,0.531180883
290819,1,55,1,2,4,1,4,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,2.8,3,1.108450074
290823,1,59,1,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,2,1,1.8,3.833333333,1.287674811
290861,2,55,1,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,1,2,1.8,3.833333333,1.15544572
290877,2,56,1,2,4,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,9,9,2,5,9,3.833333333,1.07842414
290880,1,56,4,2,3,-1,5,3,3,2,2,4,2,4,2,2,-1,-1,-1,-1,2,2,3.833333333,0.594370562
290892,2,56,1,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,1,5,1,2,1.4,4.5,1.165813581
290898,1,59,4,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,4,-1,-1,1.328563982
290899,1,56,1,2,4,-1,5,1,3,3,2,4,3,3,2,5,-1,-1,-1,-1,5,3,4.166666667,0.988927452
290911,2,58,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,2,3,3.666666667,1.642757781
290928,2,55,1,2,1,-1,1,3,4,2,2,3,8,4,2,3,-1,-1,-1,-1,1,3.4,3.666666667,0.904031687
290930,2,57,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,1.029863051
290955,1,56,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,4,1,2,1.4,4.333333333,0.920501303
290958,2,59,3,2,3,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,4,2.4,3.166666667,0.561325515
290981,1,56,3,2,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,2.8,3.333333333,0.506620809
290986,2,56,2,1,1,-1,2,3,3,2,2,3,2,3,3,3,-1,-1,-1,-1,2,2.6,2.666666667,1.030391236
291019,1,56,1,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,2,4,0.860769009
291031,2,59,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2.4,3.166666667,0.939315254
291071,2,57,1,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,-1,-1,0.813273266
291079,2,58,1,2,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,1,1,4,3.333333333,1.382630935
291095,2,55,1,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.8,3.333333333,1.124192951
291096,2,56,2,1,3,-1,5,3,3,2,3,4,3,2,2,3,-1,-1,-1,-1,2,2,4.666666667,0.966585818
291099,2,57,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,3,2,3,3.666666667,1.042408805
291127,1,56,2,2,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,8,-1,-1,0.421221387
291141,2,56,1,2,3,-1,2,2,5,5,8,5,3,1,5,3,-1,-1,-1,-1,2,1,3.666666667,0.967256457
291148,2,59,2,2,1,3,5,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,4,3,3,1.203767323
291160,1,58,2,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,4,2,2,2.4,2.666666667,0.921408333
291162,1,59,3,1,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,4,2,2,1.8,3.5,1.134753562
291174,1,58,4,2,4,2,5,2,-1,-1,-1,-1,-1,-1,-1,1,2,5,5,4,2,1,3.833333333,0.508095642
291185,2,58,3,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,2,2.2,3.166666667,0.531487186
291194,1,56,1,1,2,4,1,2,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,3.4,3.666666667,1.630365932
291205,1,57,1,2,4,3,4,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.415934929
291247,2,58,1,2,3,-1,3,1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,1,3,3.333333333,0.915265026
291277,1,58,2,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,2,-1,-1,0.533907352
291285,1,57,1,1,3,-1,5,3,3,3,3,4,2,2,2,2,-1,-1,-1,-1,1,2.8,2.666666667,1.377447043
291289,2,57,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,4.2,3.833333333,0.814431312
291298,2,56,1,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.8,4.666666667,0.820855116
291316,1,56,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,1,2.8,3.5,0.851908558
291337,2,56,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,1,3.4,2.833333333,1.08479525
291349,2,55,2,1,4,1,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,3,5,2.6,3.666666667,0.882063017
291359,2,55,1,2,3,-1,2,3,2,2,2,4,2,4,2,4,-1,-1,-1,-1,1,2.4,4,0.943079947
291360,1,56,4,2,2,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,0.448649958
291365,2,56,1,2,3,-1,2,3,3,2,4,3,2,5,3,2,-1,-1,-1,-1,1,5,3.833333333,0.827991808
291390,2,57,1,2,3,-1,5,3,4,3,2,4,2,4,2,4,-1,-1,-1,-1,5,2,4,1.002528417
291394,1,56,4,2,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,1.6,4.666666667,1.442497713
291419,2,58,1,2,3,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3,3.833333333,1.124092901
291423,1,56,1,1,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,1,2,1.8,3.833333333,1.504974311
291429,2,56,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.2,3,1.053769045
291455,2,56,1,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,0.916693355
291457,1,56,2,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,2,1,2.2,3.833333333,0.614293192
291476,2,55,1,2,8,-1,3,3,4,3,4,2,1,4,3,1,-1,-1,-1,-1,1,3.4,2.833333333,0.497955893
291494,2,56,2,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,4,2,2.8,2.166666667,0.54139511
291498,1,55,1,1,3,-1,1,3,4,2,3,4,2,3,3,3,-1,-1,-1,-1,6,3.6,3.666666667,0.952422776
291511,2,56,3,2,4,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,2,1,5,9,5,2,4,0.647828857
291528,1,57,1,2,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,5,5,1,4.4,3.333333333,1.272722122
291539,2,58,1,1,1,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,3,4,3,2.2,2.166666667,1.575201289
291545,2,57,4,1,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,2,-1,-1,0.869651591
291547,1,57,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2,3.666666667,0.949046368
291557,1,57,2,1,1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-1,0.739704855
