Sserial	Rsex	RAgeCat	Married	ChildHh	HEdQual3	eq_inc_quintiles	RClassGp	CCBELIEV	carallow	carreduc	carnod2	cartaxhi	carenvdc	plnenvt	plnuppri	Politics	Voted	actchar	actpol	govnosa2	PartyId2	leftrigh	libauth	WtFactor
292418	1	3	1	2	4	-1	4	3	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	5	-1	-1	1.531201736
292419	2	4	2	2	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	1	2	1.6	3.166666667	0.617527727
292420	2	7	2	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	5	2.8	3	0.658544766
292421	2	6	1	2	3	2	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	8	1.4	5	1.045543638
292422	1	1	4	1	8	4	2	-1	-1	-1	-1	-1	-1	-1	-1	1	9	-1	-1	-1	1	-1	-1	1.896429098
292423	1	6	1	2	2	-1	4	3	4	4	2	4	2	4	4	1	-1	-1	-1	-1	2	2	3.5	0.785386847
292424	1	5	1	2	1	-1	3	3	4	2	2	4	2	4	4	2	-1	-1	-1	-1	1	2.6	3.666666667	0.874622228
292425	2	3	1	1	3	-1	5	3	3	3	3	3	3	2	2	2	-1	-1	-1	-1	2	3	3	0.812662441
292426	2	7	3	2	4	4	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	2	1.4	4.833333333	0.6346279
292427	1	5	4	1	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	1	2.6	3.666666667	0.926872722
292428	1	3	1	1	4	-1	5	2	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	8	-1	-1	1.243895942
292429	1	2	1	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	2	3	2.5	1.577604663
292430	2	7	1	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	1.476243073
292431	1	5	1	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	9	9	4	1	4	3.166666667	1.070924079
292432	1	7	4	2	4	-1	5	2	4	2	2	2	2	2	2	3	-1	-1	-1	-1	2	2	4	0.586410487
292433	2	3	1	1	2	1	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	1.061052911
292434	2	6	1	2	4	-1	5	3	8	8	8	8	8	8	8	5	-1	-1	-1	-1	8	9	9	0.919108104
292435	1	2	1	2	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	2.156150017
292436	1	6	1	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	2	4	3	1	4	0.702748366
292437	1	1	4	2	2	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	2	3	5	2	2	3.8	1.666666667	3.604078304
292438	2	4	4	2	4	2	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	2	-1	-1	0.643686247
292439	1	4	1	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	1	-1	-1	1.182161403
292440	1	2	1	1	3	-1	3	3	-1	-1	-1	-1	-1	-1	-1	4	1	2	5	2	2	3	4.5	1.317329715
292441	1	6	1	1	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	3.4	3.333333333	1.002970557
292442	1	6	2	2	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	1	5	2.4	3.166666667	0.38952083
292443	1	5	4	2	3	-1	1	2	2	4	1	4	2	3	3	3	-1	-1	-1	-1	1	2.4	4.166666667	0.587639875
292444	1	7	4	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	8	2.4	2.833333333	0.410242972
292445	2	4	3	1	2	-1	1	3	3	2	2	3	2	4	3	4	-1	-1	-1	-1	2	2.2	4.833333333	1.022671962
292446	1	2	1	1	1	-1	1	3	3	3	3	2	1	3	3	3	-1	-1	-1	-1	2	2.4	3.833333333	1.264014648
292447	1	4	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	3.4	4	1.040751436
292448	1	6	2	2	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	1	2	2	3.833333333	0.528832448
292449	2	7	3	2	3	-1	2	3	2	1	2	3	2	2	2	5	-1	-1	-1	-1	1	2.6	4.5	0.533408222
292450	1	4	4	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4	4	2	1	1.8	2.833333333	0.380892088
292451	2	6	1	2	3	-1	2	3	3	3	1	3	2	3	3	2	-1	-1	-1	-1	1	2.4	5	1.093467826
292452	2	4	1	1	2	-1	2	3	3	4	1	5	2	3	3	3	-1	-1	-1	-1	2	3.2	3	1.668716085
292453	2	5	1	1	3	-1	5	3	2	4	2	4	2	1	3	3	-1	-1	-1	-1	1	4	3.666666667	2.101566021
292454	1	6	1	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	5	-1	-1	0.715416533
292455	2	2	1	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	3	5	4	2	2.2	4.166666667	0.961604348
292456	1	7	4	2	4	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	2	2.6	3.833333333	0.696115098
292457	2	4	1	2	3	3	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	3	5	2.4	3.666666667	0.837826918
292458	2	1	4	1	4	-1	5	3	3	3	3	3	3	3	3	5	-1	-1	-1	-1	5	3	3	0.858397592
292459	1	3	1	1	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	1	5	1.447571727
292460	1	7	1	2	3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	2	2.6	3.666666667	0.978992524
292461	1	3	4	2	1	-1	1	3	1	4	1	4	1	1	1	3	-1	-1	-1	-1	1	2.8	3	0.61572922
292462	2	4	2	2	3	-1	5	2	2	2	2	2	2	4	2	5	-1	-1	-1	-1	6	1.2	4.5	0.65944607
292463	1	7	3	2	4	3	5	2	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	1	1	2	3.5	0.411678651
292464	1	7	1	2	3	-1	3	2	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	1	5	2.2	4.166666667	0.906206254
292465	1	6	1	1	1	-1	1	3	2	2	4	3	1	5	2	1	-1	-1	-1	-1	2	1.8	2.833333333	1.414305494
292466	1	4	1	2	1	-1	1	3	2	2	2	4	2	8	2	4	-1	-1	-1	-1	1	2.6	3.5	1.118991649
292467	2	3	1	1	3	2	5	-1	-1	-1	-1	-1	-1	-1	-1	5	1	5	5	2	1	3	4.5	0.758897263
292468	2	4	1	1	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	2	2.2	2.166666667	0.698889348
292469	1	4	1	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	4	2	3.6	3.333333333	0.889901531
292470	1	5	1	2	3	1	5	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	1	2	3	4	1.551038939
292471	2	4	4	2	2	-1	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	6	2.2	3.833333333	0.438837675
292472	1	7	1	2	3	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	1	4	4	0.889958714
292473	2	7	3	2	4	-1	5	2	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	0.567183335
292474	2	6	1	2	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	1	9	9	0.918979811
292475	2	3	4	1	3	1	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	4	5	2	5	3.4	4	0.49138743
292476	1	5	4	2	3	-1	5	2	3	2	3	2	3	2	1	3	-1	-1	-1	-1	4	1.6	4.5	0.705318723
292477	2	7	1	2	3	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	4	2	9	9	4	1	2.2	4.166666667	0.954475394
292478	2	7	3	2	2	2	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	2	3	4	2.4	3.333333333	0.692545475
292479	1	3	1	1	2	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	2	2	4	2	2	4	1.328102497
292480	2	6	1	2	4	-1	2	3	2	2	4	4	4	2	3	5	-1	-1	-1	-1	1	2.6	4.333333333	0.824672891
292481	1	2	1	1	1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1.821029835
292482	2	7	3	2	4	4	5	1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	0.488279834
292483	2	2	4	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	8	2	2.5	1.627250212
292484	1	4	2	2	1	-1	1	3	3	2	2	2	2	4	4	2	-1	-1	-1	-1	1	3.6	3.666666667	0.72181813
292485	2	5	1	1	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	2	1	2.333333333	1.184195915
292486	2	3	1	1	3	-1	1	3	4	2	2	3	2	4	1	3	-1	-1	-1	-1	2	2	2.833333333	0.88278488
292487	1	3	1	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	2	1.5	1.094736987
292488	2	2	4	2	1	3	2	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	2	3.6	3.333333333	1.423676179
292489	2	4	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	5	2	4.6	3.166666667	0.757452376
292490	2	2	1	1	1	1	2	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	1.02434705
292491	1	7	1	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	4.4	4.333333333	0.834377464
292492	2	1	4	2	2	-1	-1	3	4	2	4	4	2	3	4	3	-1	-1	-1	-1	2	3.4	3	2.667855712
292493	2	2	1	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	1.146470439
292494	2	3	2	1	3	4	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	0.711520606
292495	2	7	1	2	4	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	2	5	2	1	2.8	3.833333333	1.268697824
292496	2	4	2	1	3	1	4	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	2.6	3.666666667	1.391000653
292497	1	1	4	2	2	2	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	2.2	1.666666667	1.313802186
292498	1	6	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	3	1	4	2.833333333	0.685122329
292499	2	7	4	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	5	1	5	5	3	2	9	4	0.528850554
292500	1	1	4	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	1	2	2.6	3.333333333	1.105555346
292501	1	7	3	2	3	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	2	2	4.5	0.500056718
292502	1	4	2	2	2	5	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	4	3	2	2.4	3.333333333	0.570269574
292503	2	5	1	2	2	-1	8	2	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	0.974834438
292504	2	6	1	1	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	8	1	2.75	3.333333333	1.891888686
292505	1	2	1	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	3	1	4.6	3	1.352344701
292506	2	7	3	2	1	-1	1	2	3	2	2	3	2	9	9	2	-1	-1	-1	-1	1	3	3.833333333	0.518330296
292507	1	7	2	2	2	-1	4	3	2	2	3	2	2	3	3	2	-1	-1	-1	-1	1	2.4	3.666666667	0.380589306
292508	1	3	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	3	5	2	1	2.4	3.666666667	1.388195684
292509	1	6	1	1	4	2	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	5	4	2	1	2	4.333333333	1.229922864
292510	1	7	1	2	1	-1	1	3	3	2	2	5	5	4	3	2	-1	-1	-1	-1	1	3	4	0.761725214
292511	2	4	1	2	1	-1	1	3	5	2	2	1	1	4	1	1	-1	-1	-1	-1	2	2.4	1.666666667	1.187879129
292512	2	7	3	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	1	3.6	3.333333333	0.557418484
292513	1	3	1	1	3	-1	1	3	4	3	3	3	3	3	3	4	-1	-1	-1	-1	8	2.8	3.2	1.082236035
292514	1	3	1	2	1	-1	3	2	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	5	1	2.666666667	1.290968889
292515	2	3	2	1	3	4	2	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	1	-1	-1	0.391184698
292516	1	2	1	1	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	1.360099414
292517	1	7	3	2	4	-1	4	3	2	2	2	5	2	4	2	3	-1	-1	-1	-1	2	4	4.666666667	0.425708757
292518	1	4	2	2	3	-1	5	3	5	1	1	1	5	5	1	3	-1	-1	-1	-1	2	2	3.5	0.462695114
292519	2	3	1	1	2	1	4	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	2	2.4	3.333333333	1.46854856
292520	2	3	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	5	4	4	1.2	2.5	0.992361895
292521	2	6	3	2	3	-1	5	3	5	2	5	2	2	8	2	4	-1	-1	-1	-1	2	2	2.833333333	0.457074421
292522	1	3	4	2	3	2	4	2	-1	-1	-1	-1	-1	-1	-1	3	1	4	3	3	1	1.4	5	1.019446905
292523	1	7	1	2	1	-1	3	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1	2.833333333	0.967305747
292524	1	6	1	2	3	2	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	1.2	4	0.693559133
292525	1	1	4	2	1	-1	1	3	2	4	2	2	1	4	2	2	-1	-1	-1	-1	4	1.8	3	3.127951065
292526	2	7	3	2	4	1	3	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	3.8	5	0.483165776
292527	2	2	1	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	1	3.8	2.666666667	0.893028704
292528	2	3	1	1	2	-1	5	2	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	2	-1	-1	1.682051641
292529	2	2	1	1	1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	2.8	3	1.595789063
292530	1	5	1	2	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	3	3	2.4	3.5	1.353775738
292531	2	3	1	2	2	-1	2	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	1	-1	-1	0.708776766
292532	2	6	1	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	2	2.333333333	0.823503316
292533	1	6	1	1	3	-1	1	3	3	2	2	4	2	3	1	2	-1	-1	-1	-1	2	3.2	4.333333333	1.027683454
292534	1	6	1	2	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	3	2	1.2	2.666666667	0.754423396
292535	2	7	3	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	9	9	2	1	4	3.5	0.727885451
292536	1	3	4	2	1	1	1	3	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	2	2.4	2.333333333	0.767961839
292537	1	7	1	2	2	3	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	2.8	3.833333333	0.854293516
292538	2	1	1	2	2	2	5	-1	-1	-1	-1	-1	-1	-1	-1	5	1	5	5	1	8	3	4	1.192993535
292539	1	7	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	4.2	3.833333333	0.904130654
292540	2	7	3	2	4	2	5	2	-1	-1	-1	-1	-1	-1	-1	1	2	5	5	3	3	1.8	4.166666667	0.57794215
292541	1	2	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	4	5	4	1	4.8	2.666666667	1.99282748
292542	2	4	1	1	3	-1	3	3	4	2	3	3	2	5	2	3	-1	-1	-1	-1	5	3.2	3.166666667	1.408624987
292543	2	3	4	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	3	3	2.8	3	0.497542963
292544	1	4	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	2	2	1	2.833333333	1.584507285
292545	2	7	3	2	4	4	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	0.585809836
292546	1	5	1	1	4	1	2	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	3.2	4.666666667	0.784168446
292547	1	7	1	2	4	-1	3	3	-1	-1	-1	-1	-1	-1	-1	1	2	5	5	9	1	2	4.666666667	1.020225565
292548	1	7	1	2	4	3	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	1.204696406
292549	1	6	1	2	2	4	1	2	-1	-1	-1	-1	-1	-1	-1	1	1	3	5	4	1	3.2	4.5	0.603180215
292550	2	7	1	2	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	5	3	1	4.2	4	1.127066864
292551	1	2	1	1	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	4	5	3	5	2.6	3.333333333	1.220392006
292552	1	3	1	1	4	-1	2	1	-1	-1	-1	-1	-1	-1	-1	5	2	3	3	2	5	2	3.166666667	1.230741837
292553	1	4	1	1	1	2	1	2	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	2	-1	-1	1.172603385
292554	1	2	1	1	3	2	1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	3	1	2.4	4.833333333	1.38544194
292555	2	4	1	1	3	1	1	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	8	3.4	3.666666667	1.34221679
292556	1	7	4	2	3	5	1	3	-1	-1	-1	-1	-1	-1	-1	5	1	3	9	2	8	2.4	2.5	0.511219952
292557	2	7	1	2	3	2	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	9	9	4	1	2.4	3.666666667	1.417891366
292558	2	7	1	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	2	8	2.2	3.5	0.908572564
292559	2	2	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	2	2.6	3	0.932368758
292560	1	7	2	2	2	-1	3	3	4	2	4	2	2	4	3	3	-1	-1	-1	-1	1	2.6	3.6	0.486358063
292561	2	1	1	1	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	4	4	1	5	2.2	4.5	1.595768171
292562	2	5	1	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	3	4.333333333	0.838283064
292563	2	2	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	4	5	2	1	3.4	3.333333333	0.90774593
292564	2	4	1	1	3	-1	5	3	4	1	4	3	1	3	3	4	-1	-1	-1	-1	1	1.6	5	0.891708705
292565	2	3	4	1	1	2	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	3	2	2.4	3	0.425559842
292566	1	3	1	1	1	-1	1	3	4	1	4	1	1	4	1	1	-1	-1	-1	-1	2	2.8	2.333333333	1.700518782
292567	1	4	1	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	5	5	2	5	2.8	3.833333333	0.672032139
292568	2	7	1	2	2	-1	1	2	4	2	2	4	2	2	2	2	-1	-1	-1	-1	1	3.2	3.666666667	0.979074003
292569	1	7	3	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	5	-1	-1	0.388367117
292570	2	7	1	2	3	-1	2	3	3	2	8	3	2	3	3	1	-1	-1	-1	-1	1	3.2	3	0.905305878
292571	2	2	2	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	3	4	4	2	1.2	2	0.455868478
292572	2	7	1	2	3	2	2	2	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	4.4	3.5	1.296731881
292573	1	2	1	1	2	4	1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	1	5	2.2	4	1.800035205
292574	1	1	4	2	1	2	4	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	2	1	3	3.5	2.738783584
292575	1	5	1	1	3	3	5	-1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	2	5	1.8	3.666666667	1.220590404
292576	2	5	1	2	3	-1	5	3	3	3	3	3	3	3	5	3	-1	-1	-1	-1	4	2	4.666666667	0.897340076
292577	1	7	2	2	3	-1	1	3	3	2	3	3	2	5	2	2	-1	-1	-1	-1	1	2.6	3.833333333	0.417710534
292578	1	6	1	2	2	-1	5	3	4	2	4	4	2	4	4	1	-1	-1	-1	-1	2	1.4	3.833333333	0.858040181
292579	1	7	1	2	4	2	3	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	4	2.6	3.666666667	0.798123494
292580	1	3	4	2	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	0.755482862
292581	2	7	1	2	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	2	2	1.833333333	1.114526216
292582	1	5	2	2	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	1	2	4	8	1	2	1.4	2.5	0.684477844
292583	2	7	2	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	0.584179937
292584	1	2	1	1	1	3	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	2	3.2	3.833333333	1.475209297
292585	1	3	1	1	1	-1	4	3	4	1	5	1	1	4	2	2	-1	-1	-1	-1	2	2.4	4.333333333	2.598600143
292586	2	7	1	2	4	-1	1	2	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	-1	-1	1.45109678
292587	1	4	1	2	3	-1	8	2	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	1.234232224
292588	2	7	2	2	2	-1	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	2	3	1.833333333	0.477159274
292589	1	3	1	1	3	3	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	3	1	3	4.166666667	1.117025231
292590	2	5	1	2	4	-1	3	3	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	2	1	3.666666667	1.051807966
292591	1	3	1	1	3	2	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	2.4	3.833333333	1.196765347
292592	1	3	1	2	3	2	4	3	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	3	5	2.4	3.333333333	1.881325754
292593	1	6	1	1	1	5	1	2	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	3.4	3.666666667	0.972649348
292594	2	4	2	1	2	-1	4	3	3	3	3	3	2	3	3	4	-1	-1	-1	-1	5	3	3.666666667	1.732905686
292595	1	4	1	2	2	4	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	3.8	3.833333333	1.064191535
292596	2	4	4	2	4	2	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	1	5	2	2.666666667	0.460192579
292597	2	3	1	1	1	-1	1	3	2	2	5	2	1	2	2	1	-1	-1	-1	-1	3	3.4	2.833333333	1.33987408
292598	1	6	1	1	3	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	3	1	3.75	4	1.135654324
292599	2	6	3	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	5	3	2	2.2	2.666666667	0.84347361
292600	2	4	1	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	8	-1	-1	1.65146069
292601	2	4	2	2	2	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	2	1	1.8	3.333333333	0.589000459
292602	2	4	1	2	1	1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	2	5	3	6	2.2	2.5	0.740556482
292603	2	1	4	2	3	-1	-1	3	3	2	4	2	2	4	3	3	-1	-1	-1	-1	2	2.4	3	2.051163711
292604	2	1	4	1	3	1	4	8	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	-1	-1	0.662888792
292605	2	1	4	1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	1	5	2	4.166666667	0.859289224
292606	1	3	1	2	2	-1	4	3	3	2	1	4	2	3	3	5	-1	-1	-1	-1	8	3.2	4	0.830102073
292607	1	3	1	1	3	-1	8	2	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	5	1	4.5	1.101910821
292608	1	4	1	2	3	-1	5	3	9	9	2	9	9	4	2	1	-1	-1	-1	-1	5	1.4	5	1.417508497
292609	1	3	1	2	3	4	1	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	1.112568155
292610	2	5	1	2	3	3	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	3	1	2	4	0.769891658
292611	1	3	1	1	1	3	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	1.096943743
292612	1	7	1	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	2	1.8	2	1.851107148
292613	1	4	4	2	3	5	5	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	2	1	2.333333333	0.533287202
292614	2	7	1	2	4	4	5	1	-1	-1	-1	-1	-1	-1	-1	5	1	-1	-1	-1	1	2.2	4.166666667	0.943825876
292615	1	7	1	2	4	2	4	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	2.8	4	0.861234673
292616	1	4	4	2	8	-1	3	1	3	2	2	4	2	4	4	1	-1	-1	-1	-1	4	2	4.333333333	0.647425715
292617	1	7	2	2	4	-1	4	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	-1	-1	0.589666146
292618	2	7	1	2	3	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	1	1	1.4	3.166666667	1.02400496
292619	1	4	1	1	2	2	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	2	1	2.2	4.333333333	1.747262174
292620	1	1	4	2	2	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	1.460272007
292621	2	5	2	2	3	5	5	2	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	2.6	4	0.726439944
292622	1	7	1	2	3	-1	3	3	4	2	2	2	2	4	2	1	-1	-1	-1	-1	2	2.2	4.166666667	0.777595224
292623	1	7	1	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	8	-1	-1	0.390411997
292624	1	7	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	3	3.166666667	0.661821356
